Trip ID,Trip Start Timestamp,Trip End Timestamp,Trip Seconds,Trip Miles,Pickup Census Tract,Dropoff Census Tract,Pickup Community Area,Dropoff Community Area,Fare,Tip,Additional Charges,Trip Total,Shared Trip Authorized,Trips Pooled,Pickup Centroid Latitude,Pickup Centroid Longitude,Pickup Centroid Location,Dropoff Centroid Latitude,Dropoff Centroid Longitude,Dropoff Centroid Location
0c7eba1be8b3c0e381fefd5e78deb9457ded9c03,08/31/2022 12:00:00 AM,08/31/2022 12:00:00 AM,541,2.6,17031833000,17031081700,28,8,10,0,3.05,13.05,false,1,41.8852813201,-87.6572331997,POINT (-87.6572331997 41.8852813201),41.8920421365,-87.6318639497,POINT (-87.6318639497 41.8920421365)
0cc21db02c137a8768564f51bc36282b29dcc6b7,08/31/2022 12:00:00 AM,08/31/2022 12:15:00 AM,407,1.8,,,22,23,7.5,0,1.81,9.31,false,1,41.9227606205,-87.6991553432,POINT (-87.6991553432 41.9227606205),41.9000696026,-87.7209182385,POINT (-87.7209182385 41.9000696026)
0ccccc3a924d82c6bd62ea85a87903d3813873f3,08/31/2022 12:00:00 AM,08/31/2022 12:00:00 AM,302,0.8,17031839100,17031280100,32,28,10,2,2.91,14.91,false,1,41.8809944707,-87.6327464887,POINT (-87.6327464887 41.8809944707),41.8853000224,-87.6428084655,POINT (-87.6428084655 41.8853000224)
0e1456b5a22be5924fe2cc56e30cdc5eefb35ef5,08/31/2022 12:00:00 AM,08/31/2022 12:15:00 AM,587,4.9,17031220400,17031081800,22,8,10,0,3.91,13.91,false,1,41.9284315635,-87.6999685912,POINT (-87.6999685912 41.9284315635),41.8932163595,-87.6378442095,POINT (-87.6378442095 41.8932163595)
0e4e4e0c46b9d26caf0706b6997a31f2951e6912,08/31/2022 12:00:00 AM,08/31/2022 12:00:00 AM,271,1.0,17031071500,17031081100,7,8,7.5,1,3.82,12.32,false,1,41.9146162864,-87.6317173661,POINT (-87.6317173661 41.9146162864),41.9002212967,-87.6291051864,POINT (-87.6291051864 41.9002212967)
0e8056cc9cc921ee45899693394118b263a75761,08/31/2022 12:00:00 AM,08/31/2022 12:00:00 AM,177,0.6,17031081700,17031081600,8,8,12.5,0,0.55,13.05,false,1,41.8920421365,-87.6318639497,POINT (-87.6318639497 41.8920421365),41.8920726347,-87.6288741572,POINT (-87.6288741572 41.8920726347)
0e8dbd458a1190b34a81625d34c435708503def4,08/31/2022 12:00:00 AM,08/31/2022 12:30:00 AM,1529,18.4,,,75,29,25,0,1.81,26.81,false,1,41.6897299145,-87.6690544032,POINT (-87.6690544032 41.6897299145),41.8601900192,-87.7172201,POINT (-87.7172201 41.8601900192)
0f40875e403d215677e1b7a9a7ab2adbc4d13b82,08/31/2022 12:00:00 AM,08/31/2022 12:00:00 AM,417,2.3,,,3,77,7.5,1,2.99,11.49,false,1,41.96581197,-87.6558787862,POINT (-87.6558787862 41.96581197),41.9867117999,-87.6634164054,POINT (-87.6634164054 41.9867117999)
10052432dc251694ea06be77a65d80d331f7346f,08/31/2022 12:00:00 AM,08/31/2022 12:00:00 AM,402,1.7,,,16,14,5,0,2.91,7.91,false,1,41.9535821253,-87.7234523905,POINT (-87.7234523905 41.9535821253),41.968069,-87.7215590627,POINT (-87.7215590627 41.968069)
10a4890d622faeaf93cd222487e4974a8d028244,08/31/2022 12:00:00 AM,08/31/2022 12:30:00 AM,1871,9.9,17031061500,17031320100,6,32,15,2,1.81,18.81,true,1,41.9452823311,-87.6615450961,POINT (-87.6615450961 41.9452823311),41.8849871918,-87.6209929134,POINT (-87.6209929134 41.8849871918)
10bf5ce9b3ce6880afd6e84bfcd32b1f2c7fddbb,08/31/2022 12:00:00 AM,08/31/2022 12:15:00 AM,490,2.3,,,23,29,5,0,2.99,7.99,false,1,41.9000696026,-87.7209182385,POINT (-87.7209182385 41.9000696026),41.8601900192,-87.7172201,POINT (-87.7172201 41.8601900192)
10d12e545752e4dcd25a1e60ae4be2323a6453e4,08/31/2022 12:00:00 AM,08/31/2022 12:15:00 AM,139,0.7,,,6,6,5,0,2.91,7.91,false,1,41.9442266014,-87.6559981815,POINT (-87.6559981815 41.9442266014),41.9442266014,-87.6559981815,POINT (-87.6559981815 41.9442266014)
116d4435e12d7460330833f3fe164bb6052b5ef2,08/31/2022 12:00:00 AM,08/31/2022 12:00:00 AM,209,0.7,,,29,30,2.5,0,4.32,6.82,false,1,41.8601900192,-87.7172201,POINT (-87.7172201 41.8601900192),41.8390869059,-87.714003807,POINT (-87.714003807 41.8390869059)
11aec16cd0f98fcad5106ce0f95512aa07514bcf,08/31/2022 12:00:00 AM,08/31/2022 12:00:00 AM,212,0.6,,,7,6,5,0,2.91,7.91,false,1,41.9226862843,-87.6494887289,POINT (-87.6494887289 41.9226862843),41.9442266014,-87.6559981815,POINT (-87.6559981815 41.9442266014)
11b3335baa389dc594cc5fce973e7e9a10d7bb3c,08/31/2022 12:00:00 AM,08/31/2022 12:30:00 AM,1710,10.8,,,,29,15,0,5.11,20.11,false,1,,,,41.8601900192,-87.7172201,POINT (-87.7172201 41.8601900192)
11f2bcfcd767a66575083b8692f3dcf0076faee7,08/31/2022 12:00:00 AM,08/31/2022 12:15:00 AM,788,5.1,,,33,59,10,0,3.69,13.69,false,1,41.8571838585,-87.6203346241,POINT (-87.6203346241 41.8571838585),41.8299223039,-87.6725026464,POINT (-87.6725026464 41.8299223039)
1224215a07f6a28c857198b3ba22928f3d9fb44e,08/31/2022 12:00:00 AM,08/31/2022 12:00:00 AM,814,8.0,,,8,29,20,0,4.41,24.41,false,1,41.899602111,-87.6333080367,POINT (-87.6333080367 41.899602111),41.8601900192,-87.7172201,POINT (-87.7172201 41.8601900192)
12d3c6e70bfe7e617744fee9abb1d6c8849ba06b,08/31/2022 12:00:00 AM,08/31/2022 12:15:00 AM,338,1.0,17031839100,17031081700,32,8,12.5,3,2.91,18.41,false,1,41.8809944707,-87.6327464887,POINT (-87.6327464887 41.8809944707),41.8920421365,-87.6318639497,POINT (-87.6318639497 41.8920421365)
12e9afdc8559a2184d71cb823c43b75a12dac320,08/31/2022 12:00:00 AM,08/31/2022 12:00:00 AM,468,1.9,17031081500,17031280100,8,28,10,0,2.93,12.93,false,1,41.8925077809,-87.6262149064,POINT (-87.6262149064 41.8925077809),41.8853000224,-87.6428084655,POINT (-87.6428084655 41.8853000224)
12f3a621c9eca86fe827a46a434d914a64a2a31f,08/31/2022 12:00:00 AM,08/31/2022 12:15:00 AM,1310,17.3,17031980000,17031833000,76,28,37.5,0,11.73,49.230000000000004,false,1,41.9790708201,-87.9030396611,POINT (-87.9030396611 41.9790708201),41.8852813201,-87.6572331997,POINT (-87.6572331997 41.8852813201)
1303aa36c70d86018de13ef4e1a7589e6386dfc1,08/31/2022 12:00:00 AM,08/31/2022 12:15:00 AM,1756,26.0,17031980000,,76,,55,11,16.52,82.52,false,1,41.9790708201,-87.9030396611,POINT (-87.9030396611 41.9790708201),,,
131661ceefb3a555915666ba65a557335bfea870,08/31/2022 12:00:00 AM,08/31/2022 12:30:00 AM,1325,7.8,,,31,22,12.5,0,4.37,16.87,false,1,41.8502663663,-87.667569312,POINT (-87.667569312 41.8502663663),41.9227606205,-87.6991553432,POINT (-87.6991553432 41.9227606205)
13325bc57348871cf31d576111219b5429d5f164,08/31/2022 12:00:00 AM,08/31/2022 12:00:00 AM,777,3.9,,,23,16,10,0,1.81,11.81,false,1,41.9000696026,-87.7209182385,POINT (-87.7209182385 41.9000696026),41.9535821253,-87.7234523905,POINT (-87.7234523905 41.9535821253)
147b3fac7dfdc234662bee6f9cb502be3c759e21,08/31/2022 12:00:00 AM,08/31/2022 12:15:00 AM,792,6.4,17031081401,17031031700,8,3,15,5,4,24,false,1,41.8950334495,-87.6197106717,POINT (-87.6197106717 41.8950334495),41.9654457842,-87.6631958495,POINT (-87.6631958495 41.9654457842)
1544083967a62350890e69a11f70c77bdf29d915,08/31/2022 12:00:00 AM,08/31/2022 12:30:00 AM,1331,17.9,17031980000,17031081100,76,8,37.5,0,6.81,44.31,false,1,41.9790708201,-87.9030396611,POINT (-87.9030396611 41.9790708201),41.9002212967,-87.6291051864,POINT (-87.6291051864 41.9002212967)
15d64bfc28707e1f1c7525084f4c9b9c6e32df31,08/31/2022 12:00:00 AM,08/31/2022 12:15:00 AM,1092,7.8,,,8,41,22.5,0,1.81,24.31,false,1,41.899602111,-87.6333080367,POINT (-87.6333080367 41.899602111),41.794090253,-87.592310855,POINT (-87.592310855 41.794090253)
16013f70bf299919173e28d07f6180e49ba8a073,08/31/2022 12:00:00 AM,08/31/2022 12:00:00 AM,202,0.1,,,32,32,5,0,2.91,7.91,false,1,41.8788655841,-87.6251921424,POINT (-87.6251921424 41.8788655841),41.8788655841,-87.6251921424,POINT (-87.6251921424 41.8788655841)
163aa6c3ec67de47e02ac6a090c2778ef9fff62b,08/31/2022 12:00:00 AM,08/31/2022 12:00:00 AM,307,0.8,17031081700,17031320100,8,32,10,0,2.91,12.91,false,1,41.8920421365,-87.6318639497,POINT (-87.6318639497 41.8920421365),41.8849871918,-87.6209929134,POINT (-87.6209929134 41.8849871918)
16a48c14dab9d18c68fb3977addd212aec58c73a,08/31/2022 12:00:00 AM,08/31/2022 12:00:00 AM,310,1.5,,,77,77,5,3,2.91,10.91,false,1,41.9867117999,-87.6634164054,POINT (-87.6634164054 41.9867117999),41.9867117999,-87.6634164054,POINT (-87.6634164054 41.9867117999)
